date,rider_id,route_id,menu_type,backup_route,total_deliveries,completed_deliveries,cancelled_deliveries,ontime_deliveries,delayed_deliveries,uncontactable_customers,total_customers,total_meal,total_meal_revenue,delay_min_per_drop,scheduled_start_time,actual_start_time,first_customer_arrived_time,scheduled_last_delivered_time,actual_last_delivered_time,avg_rider_rating,avg_service_mins
8 Apr 2019,Rider 47,5caac17c98818f25d7d06ffa,Lunch,N,9,9,0,4,5,0,9,20,1052.8,5,11:47 AM,11:58 AM,12:20 PM,1:15 PM,1:56 PM,4,7.2
8 Apr 2019,Rider 138,5caac17c98818f25d7d0700b,Lunch,N,9,9,0,9,0,0,9,13,1333.8,,11:47 AM,11:58 AM,12:24 PM,1:15 PM,1:12 PM,5,3.41
8 Apr 2019,Rider 10,5caac17b98818f25d7d06fef,Lunch,N,11,10,1,10,0,0,9,20,2925.6,,11:48 AM,11:59 AM,12:07 PM,1:15 PM,12:57 PM,5,3.2
8 Apr 2019,Rider 128,5caac17b98818f25d7d06fea,Lunch,N,11,11,0,5,6,1,11,14,438,24,11:48 AM,11:59 AM,12:19 PM,12:45 PM,1:27 PM,5,3.09
8 Apr 2019,Rider 166,5caac17c98818f25d7d06ffd,Lunch,N,6,6,0,3,3,0,6,7,4365.2,9,11:48 AM,12:00 PM,12:28 PM,1:15 PM,1:18 PM,5,2.82
8 Apr 2019,Rider 60,5caac17c98818f25d7d0700a,Lunch,Y,5,5,0,5,0,0,5,6,2819.7,,11:49 AM,12:01 PM,12:09 PM,1:15 PM,1:02 PM,4.33,2.75
8 Apr 2019,Rider 63,5caac17b98818f25d7d06fec,Lunch,N,6,6,0,3,3,1,6,9,6782,19,11:49 AM,12:02 PM,12:07 PM,1:15 PM,1:39 PM,3.67,4.12
8 Apr 2019,Rider 195,5caac17c98818f25d7d07003,Lunch,N,5,4,1,4,0,0,5,5,7752,,11:50 AM,12:03 PM,12:11 PM,1:15 PM,12:25 PM,5,2.25
8 Apr 2019,Rider 73,5caac17c98818f25d7d07007,Lunch,N,2,2,0,2,0,0,2,36,3000.4,,11:50 AM,12:04 PM,12:13 PM,1:15 PM,12:25 PM,3,9.11
8 Apr 2019,Rider 107,5caac17b98818f25d7d06fe9,Lunch,N,10,10,0,7,3,0,10,13,8862,13,11:50 AM,12:06 PM,12:21 PM,1:15 PM,1:24 PM,3,3.11
8 Apr 2019,Rider 30,5caac17c98818f25d7d07009,Lunch,N,9,9,0,4,5,0,9,20,5126.4,35,11:51 AM,12:07 PM,12:18 PM,1:15 PM,1:46 PM,4.6,5.57
8 Apr 2019,Rider 119,5caac17c98818f25d7d06ffc,Lunch,N,10,10,0,3,7,0,10,16,19310.4,8,11:59 AM,12:08 PM,12:16 PM,12:45 PM,1:42 PM,5,4.45
8 Apr 2019,Rider 100,5caac17c98818f25d7d07004,Lunch,N,8,8,0,7,1,0,8,10,2222,9,11:59 AM,12:12 PM,12:13 PM,1:15 PM,1:08 PM,4.75,2.96
8 Apr 2019,Rider 52,5caac743ea93aa23ff89ce36,Lunch,N,13,13,0,12,1,0,13,14,693,28,12:00 PM,12:15 PM,12:23 PM,1:15 PM,12:47 PM,5,6.77
8 Apr 2019,Rider 96,5caacbfb98818f25d7d122fd,Lunch,N,8,8,0,7,1,0,8,13,2545.4,31,12:30 PM,12:35 PM,12:51 PM,2:00 PM,2:04 PM,4,2.32
8 Apr 2019,Rider 87,5caacbfb98818f25d7d122fc,Lunch,N,8,8,0,8,0,0,8,11,1931,,12:30 PM,12:36 PM,1:12 PM,2:00 PM,1:57 PM,5,4.48
8 Apr 2019,Rider 122,5caacbfb98818f25d7d122f2,Lunch,N,8,8,0,7,1,0,8,11,3186.4,28,12:30 PM,12:36 PM,1:05 PM,2:00 PM,1:53 PM,4.75,4.83
8 Apr 2019,Rider 94,5caacbfb98818f25d7d122fa,Lunch,N,5,5,0,2,3,0,5,10,1236.2,37,12:30 PM,12:37 PM,12:56 PM,2:00 PM,2:17 PM,5,2.98
8 Apr 2019,Rider 193,5caacbfb98818f25d7d122fe,Lunch,N,9,7,2,1,6,0,9,10,954.8,28,12:30 PM,12:37 PM,1:10 PM,2:00 PM,2:44 PM,3.67,5.95
8 Apr 2019,Rider 26,5caacbfb98818f25d7d122fb,Lunch,N,7,7,0,4,3,0,7,14,877.1,31,12:30 PM,12:38 PM,1:06 PM,2:00 PM,2:26 PM,5,4.66
8 Apr 2019,Rider 44,5caacbfb98818f25d7d122ef,Lunch,N,6,6,0,3,3,0,6,7,1478.7,24,12:31 PM,12:41 PM,2:03 PM,2:00 PM,2:41 PM,3,3.68
8 Apr 2019,Rider 3,5caacbfb98818f25d7d122ff,Lunch,N,6,6,0,2,4,0,6,7,2489.3,12,12:32 PM,12:43 PM,12:54 PM,2:00 PM,2:37 PM,5,6.3
8 Apr 2019,Rider 32,5caacbfb98818f25d7d122ee,Lunch,N,7,6,1,4,2,0,7,7,2323.2,18,12:33 PM,12:49 PM,12:44 PM,2:00 PM,2:11 PM,5,4.04
8 Apr 2019,Rider 69,5caacbfb98818f25d7d122ed,Lunch,N,5,5,0,4,1,3,5,7,2373,8,12:35 PM,12:49 PM,12:57 PM,2:00 PM,2:13 PM,5,4.51
8 Apr 2019,Rider 113,5caacbfb98818f25d7d122f9,Lunch,N,5,1,4,0,1,0,5,9,1059.8,12,12:35 PM,12:50 PM,1:01 PM,2:00 PM,2:09 PM,5,6.68
8 Apr 2019,Rider 111,5caacbfb98818f25d7d122eb,Lunch,N,6,6,0,4,2,0,6,10,2182,8,12:44 PM,12:52 PM,12:54 PM,2:00 PM,2:13 PM,5,7.11
9 Apr 2019,Rider 214,5cac280498818f03655095a9,Lunch,N,3,3,0,3,0,0,3,4,214.4,,1:15 PM,1:13 PM,1:37 PM,2:45 PM,1:56 PM,4,2.27
9 Apr 2019,Rider 63,5cac280498818f03655095a8,Lunch,N,5,5,0,5,0,0,5,8,985.6,,1:15 PM,1:14 PM,1:36 PM,2:45 PM,2:35 PM,5,3.25
9 Apr 2019,Rider 77,5cac280498818f03655095a6,Lunch,N,4,4,0,1,3,1,4,6,582.6,23,1:15 PM,1:15 PM,1:47 PM,2:45 PM,3:22 PM,2,11.71
9 Apr 2019,Rider 77,5cac280498818f03655095a6,Lunch,N,1,1,0,1,0,0,1,3,170.4,,1:15 PM,1:15 PM,2:34 PM,2:45 PM,2:36 PM,5,2.13
9 Apr 2019,Rider 206,5cac280498818f03655095a7,Lunch,N,5,5,0,4,1,0,5,7,973,40,1:15 PM,1:15 PM,1:32 PM,2:45 PM,2:45 PM,4.5,3.76
9 Apr 2019,Rider 152,5cac280498818f03655095a3,Lunch,N,6,6,0,4,2,0,6,7,1610.4,17,1:16 PM,1:17 PM,1:31 PM,2:45 PM,2:57 PM,5,3.96
9 Apr 2019,Rider 11,5cac280498818f03655095a3,Lunch,N,6,5,1,3,2,0,6,7,107.1,16,1:16 PM,1:18 PM,1:48 PM,2:15 PM,2:56 PM,4.75,5.73
9 Apr 2019,Rider 28,5cac280498818f03655095a4,Lunch,N,7,7,0,6,1,0,7,8,1074.5,12,1:17 PM,1:18 PM,1:29 PM,2:45 PM,2:49 PM,4.5,6.48
9 Apr 2019,Rider 28,5cac280498818f03655095a5,Lunch,N,1,1,0,1,0,0,1,3,1081.5,,1:19 PM,1:18 PM,1:27 PM,2:45 PM,1:52 PM,4,4.95
9 Apr 2019,Rider 27,5cac280498818f03655095a1,Lunch,N,6,6,0,3,3,1,6,9,4240.5,10,1:19 PM,1:20 PM,1:37 PM,2:45 PM,3:05 PM,5,4.62
9 Apr 2019,Rider 128,5cac280498818f03655095a1,Lunch,N,7,7,0,7,0,0,7,9,63.8,,1:19 PM,1:20 PM,2:38 PM,2:45 PM,2:43 PM,3.8,2.74
9 Apr 2019,Rider 76,5cac280498818f036550959f,Lunch,N,7,6,1,3,3,0,7,15,1423.8,10,1:21 PM,1:24 PM,1:34 PM,2:45 PM,3:24 PM,3.29,4.16
9 Apr 2019,Rider 76,5cac280498818f03655095a0,Lunch,N,1,1,0,1,0,0,1,2,1567.8,,1:21 PM,1:24 PM,1:28 PM,2:45 PM,2:43 PM,3,5.27
9 Apr 2019,Rider 147,5cac442406d8270d0a09daf5,Dinner,N,7,7,0,6,1,0,7,9,1459.8,35,3:15 PM,3:13 PM,3:20 PM,4:30 PM,4:39 PM,5,3.18
9 Apr 2019,Rider 33,5cac442406d8270d0a09dafb,Dinner,N,5,5,0,4,1,0,5,8,1241.6,34,3:15 PM,3:15 PM,3:37 PM,4:30 PM,4:46 PM,5,3.29
9 Apr 2019,Rider 171,5cac442406d8270d0a09dafc,Dinner,N,6,6,0,4,2,0,6,13,2376.4,34,3:15 PM,3:18 PM,3:40 PM,4:30 PM,4:50 PM,4.86,4.48
9 Apr 2019,Rider 193,5cac442406d8270d0a09daf6,Dinner,N,6,5,1,1,4,0,6,8,2168.1,12,3:15 PM,3:19 PM,3:38 PM,4:30 PM,5:09 PM,3.67,7.98
9 Apr 2019,Rider 149,5cac442406d8270d0a09daf9,Dinner,N,5,5,0,1,4,0,5,13,2182.7,32,3:16 PM,3:19 PM,3:34 PM,4:30 PM,5:06 PM,4,8.6
9 Apr 2019,Rider 116,5cac442406d8270d0a09dafe,Dinner,N,5,5,0,5,0,0,5,7,1186.4,,3:16 PM,3:20 PM,3:55 PM,4:30 PM,4:13 PM,5,1.81
9 Apr 2019,Rider 127,5cac442406d8270d0a09daff,Dinner,N,6,6,0,3,3,0,6,11,1108.8,34,3:16 PM,3:20 PM,3:34 PM,4:30 PM,5:09 PM,3,2.89
9 Apr 2019,Rider 18,5cac523506d8270d0a0a265f,Dinner,N,7,7,0,5,2,0,7,11,2211,31,4:15 PM,4:12 PM,4:27 PM,5:30 PM,5:47 PM,5,5.25
9 Apr 2019,Rider 47,5cac523506d8270d0a0a2664,Dinner,N,7,7,0,5,2,0,7,11,2660.9,8,4:15 PM,4:12 PM,4:25 PM,5:30 PM,5:51 PM,4.25,6.73
9 Apr 2019,Rider 58,5cac523506d8270d0a0a2663,Dinner,N,6,6,0,5,1,0,6,12,2244,22,4:15 PM,4:12 PM,4:28 PM,5:30 PM,5:33 PM,4,3.35
9 Apr 2019,Rider 210,5cac523506d8270d0a0a2665,Dinner,N,4,4,0,1,3,0,4,5,487.5,31,4:15 PM,4:12 PM,5:00 PM,5:30 PM,5:53 PM,4,2.99
9 Apr 2019,Rider 75,5cac523506d8270d0a0a2669,Dinner,N,5,5,0,4,1,0,5,9,1656.9,40,4:15 PM,4:13 PM,4:34 PM,5:30 PM,5:55 PM,4,2.26
9 Apr 2019,Rider 16,5cac523506d8270d0a0a266c,Dinner,N,5,5,0,5,0,0,5,11,1980,,4:15 PM,4:14 PM,4:35 PM,5:30 PM,5:28 PM,5,2.34
9 Apr 2019,Rider 34,5cac523506d8270d0a0a2666,Dinner,N,8,8,0,3,5,0,8,14,4144,8,4:15 PM,4:14 PM,4:37 PM,5:30 PM,5:54 PM,3.67,8.36
9 Apr 2019,Rider 61,5cac523506d8270d0a0a266d,Dinner,N,5,5,0,4,1,1,5,14,889.6,9,4:15 PM,4:14 PM,4:33 PM,5:30 PM,5:35 PM,3,2.69
9 Apr 2019,Rider 83,5cac523506d8270d0a0a265e,Dinner,N,8,8,0,8,0,0,8,13,2972.2,,4:16 PM,4:14 PM,4:26 PM,5:30 PM,5:21 PM,5,1.96
9 Apr 2019,Rider 30,5cac523506d8270d0a0a265d,Dinner,N,4,3,1,2,1,0,4,8,2910.7,32,4:16 PM,4:15 PM,4:20 PM,5:30 PM,5:56 PM,5,5.65
9 Apr 2019,Rider 64,5cac523506d8270d0a0a2667,Dinner,N,4,4,0,3,1,0,4,10,1350,10,4:16 PM,4:15 PM,4:41 PM,5:30 PM,5:30 PM,4,2.89
9 Apr 2019,Rider 68,5cac523406d8270d0a0a265c,Dinner,N,8,8,0,6,2,0,8,11,2453,11,4:16 PM,4:15 PM,4:21 PM,5:30 PM,5:59 PM,4.33,3.92
9 Apr 2019,Rider 206,5cac523506d8270d0a0a266b,Dinner,N,5,5,0,3,2,0,5,8,1186.4,32,4:16 PM,4:21 PM,4:41 PM,5:30 PM,5:41 PM,5,4.57
9 Apr 2019,Rider 15,5cac604798818f036551dae5,Dinner,N,8,5,3,5,0,0,8,13,3051.1,,5:15 PM,5:13 PM,5:23 PM,6:30 PM,6:05 PM,3.75,5.05
9 Apr 2019,Rider 23,5cac604898818f036551daf0,Dinner,N,7,7,0,2,5,0,7,14,3610.6,40,5:15 PM,5:13 PM,5:37 PM,6:30 PM,7:02 PM,3,4.63
9 Apr 2019,Rider 179,5cac604898818f036551daf9,Dinner,N,5,5,0,3,2,0,5,7,842.1,38,5:15 PM,5:13 PM,5:23 PM,6:30 PM,6:46 PM,5,3.05
9 Apr 2019,Rider 69,5cac604798818f036551dae6,Dinner,N,6,6,0,5,1,1,6,9,1399.5,14,5:15 PM,5:15 PM,5:26 PM,6:30 PM,7:17 PM,2.33,19.42
9 Apr 2019,Rider 74,5cac604898818f036551daea,Dinner,N,7,7,0,5,2,1,7,10,3081,6,5:15 PM,5:15 PM,5:31 PM,6:30 PM,6:49 PM,5,2.14
9 Apr 2019,Rider 73,5cac604898818f036551daf5,Dinner,N,8,8,0,7,1,0,8,13,218.4,19,5:15 PM,5:16 PM,5:41 PM,6:30 PM,6:31 PM,5,2.69
9 Apr 2019,Rider 110,5cac604898818f036551daec,Dinner,N,7,7,0,6,1,0,7,14,1233.9,26,5:15 PM,5:16 PM,5:38 PM,6:30 PM,6:34 PM,5,9.37
9 Apr 2019,Rider 1,5cac604798818f036551dae2,Dinner,N,3,3,0,2,1,0,3,3,4438.5,24,5:15 PM,5:17 PM,5:32 PM,6:30 PM,6:27 PM,3,3.24
9 Apr 2019,Rider 7,5cac604798818f036551dae1,Dinner,N,6,6,0,5,1,0,6,9,1780,24,5:16 PM,5:17 PM,5:16 PM,6:30 PM,6:32 PM,5,2.64
9 Apr 2019,Rider 8,5cac604798818f036551dae4,Dinner,N,5,4,1,2,2,3,5,9,3355.8,35,5:16 PM,5:18 PM,5:22 PM,6:30 PM,7:03 PM,4,6.96
9 Apr 2019,Rider 70,5cac604898818f036551daee,Dinner,N,7,7,0,4,3,0,7,15,1747.8,33,5:16 PM,5:18 PM,5:29 PM,6:30 PM,6:42 PM,4,5.9
9 Apr 2019,Rider 84,5cac604898818f036551dafa,Dinner,N,7,6,1,5,1,0,7,12,3732,12,5:16 PM,5:18 PM,5:32 PM,6:30 PM,6:51 PM,4.5,3.16
9 Apr 2019,Rider 172,5cac604798818f036551dae3,Dinner,N,5,5,0,4,1,1,5,9,2628,7,5:16 PM,5:18 PM,5:26 PM,6:30 PM,6:31 PM,4.5,4.51
9 Apr 2019,Rider 14,5cac604898818f036551dae7,Dinner,N,6,6,0,2,4,0,6,11,2640,13,5:16 PM,5:19 PM,5:52 PM,6:30 PM,7:05 PM,5,3.26
9 Apr 2019,Rider 14,5cac604898818f036551daf1,Dinner,N,1,1,0,0,1,0,1,2,1449.6,39,5:16 PM,5:19 PM,5:42 PM,6:30 PM,6:06 PM,3,1.32
9 Apr 2019,Rider 177,5cac604898818f036551daf4,Dinner,N,5,5,0,3,2,1,5,7,2146.8,18,5:16 PM,5:19 PM,5:47 PM,6:30 PM,7:04 PM,3,6
9 Apr 2019,Rider 171,5cac604898818f036551dae9,Dinner,N,6,5,1,3,2,1,6,12,1251.9,10,5:17 PM,5:20 PM,5:38 PM,6:30 PM,6:48 PM,4.25,1.9
9 Apr 2019,Rider 148,5cac604898818f036551dae8,Dinner,N,6,6,0,6,0,0,6,12,2044.9,,5:17 PM,5:20 PM,5:41 PM,6:30 PM,6:22 PM,4,5.29
9 Apr 2019,Rider 152,5cac604898818f036551dae8,Dinner,N,7,7,0,4,3,0,7,8,45.6,20,5:17 PM,5:20 PM,6:04 PM,6:00 PM,6:46 PM,5,4.64
9 Apr 2019,Rider 26,5cac604898818f036551daf3,Dinner,N,8,8,0,4,4,0,8,15,1026.2,8,5:17 PM,5:21 PM,5:50 PM,6:30 PM,6:53 PM,5,4.24
9 Apr 2019,Rider 45,5cac604898818f036551daef,Dinner,N,5,4,1,2,2,0,5,12,2256,16,5:17 PM,5:21 PM,5:35 PM,6:30 PM,6:33 PM,5,3.26
9 Apr 2019,Rider 164,5cac604898818f036551daeb,Dinner,N,4,4,0,2,2,0,4,6,638.4,10,5:17 PM,5:21 PM,5:42 PM,6:30 PM,6:37 PM,5,3.38
9 Apr 2019,Rider 164,5cac604898818f036551daeb,Dinner,N,1,1,0,1,0,0,1,1,11,,5:17 PM,5:21 PM,6:13 PM,6:30 PM,6:17 PM,5,4.52
9 Apr 2019,Rider 50,5cac604898818f036551daf2,Dinner,N,4,4,0,4,0,1,4,5,452.5,,5:17 PM,5:22 PM,5:44 PM,6:30 PM,6:25 PM,5,3.42
9 Apr 2019,Rider 38,5cac604898818f036551daed,Dinner,N,5,5,0,3,2,0,5,7,1436,17,5:17 PM,5:24 PM,5:42 PM,6:30 PM,6:30 PM,5,2.08
9 Apr 2019,Rider 38,5cac604898818f036551daed,Dinner,N,1,1,0,0,1,0,1,1,14.9,34,5:17 PM,5:24 PM,7:05 PM,6:30 PM,6:41 PM,5,4.25
9 Apr 2019,Rider 11,5cac604898818f036551daf6,Dinner,N,5,5,0,4,1,0,5,8,1376,15,5:17 PM,5:25 PM,5:57 PM,6:30 PM,6:41 PM,5,4.56
9 Apr 2019,Rider 11,5cac604898818f036551daf6,Dinner,N,1,1,0,0,1,0,1,1,95.1,35,5:17 PM,5:25 PM,6:54 PM,6:30 PM,7:07 PM,5,2.6
9 Apr 2019,Rider 43,5cac604898818f036551daf7,Dinner,N,4,4,0,3,1,0,4,10,1081.5,21,5:19 PM,5:28 PM,5:53 PM,6:30 PM,6:44 PM,5,3.82
9 Apr 2019,Rider 43,5cac604898818f036551daf7,Dinner,N,1,1,0,0,1,0,1,3,13.9,5,5:19 PM,5:28 PM,6:37 PM,6:30 PM,6:57 PM,5,2.52
9 Apr 2019,Rider 71,5cac6e5d06d8270d0a0b109e,Dinner,N,8,8,0,5,3,0,8,9,1936.8,30,6:15 PM,6:11 PM,6:31 PM,7:30 PM,8:17 PM,4.5,7.24
9 Apr 2019,Rider 71,5cac6e5d06d8270d0a0b109e,Dinner,N,1,1,0,1,0,0,1,1,28.9,,6:15 PM,6:11 PM,7:18 PM,7:30 PM,7:21 PM,3,3.92
9 Apr 2019,Rider 83,5cac6e5d06d8270d0a0b109f,Dinner,N,9,9,0,9,0,0,9,13,4933.5,,6:15 PM,6:13 PM,6:31 PM,7:30 PM,7:24 PM,2.67,3.44
9 Apr 2019,Rider 149,5cac6e5d06d8270d0a0b10a4,Dinner,N,10,9,1,6,3,0,9,15,1177.6,14,6:15 PM,6:13 PM,6:32 PM,7:30 PM,7:56 PM,5,2.76
9 Apr 2019,Rider 29,5cac6e5d06d8270d0a0b10a7,Dinner,N,6,6,0,4,2,0,6,8,3429.4,20,6:15 PM,6:14 PM,6:53 PM,7:30 PM,7:55 PM,5,5.06
9 Apr 2019,Rider 24,5cac6e5d06d8270d0a0b10a6,Dinner,N,6,6,0,2,4,0,6,13,2176.9,17,6:15 PM,6:15 PM,6:33 PM,7:30 PM,8:00 PM,4.55,3.39
9 Apr 2019,Rider 39,5cac6e5d06d8270d0a0b10a3,Dinner,N,7,7,0,4,3,0,7,11,3263,38,6:15 PM,6:15 PM,6:35 PM,7:30 PM,7:51 PM,5,5.58
9 Apr 2019,Rider 40,5cac6e5e06d8270d0a0b10a8,Dinner,N,7,7,0,7,0,0,7,13,6017.4,,6:15 PM,6:15 PM,6:38 PM,7:30 PM,7:24 PM,5,3.18
9 Apr 2019,Rider 9,5cac6e5d06d8270d0a0b10a0,Dinner,N,5,5,0,5,0,0,5,7,3708.8,,6:15 PM,6:16 PM,6:42 PM,7:30 PM,7:27 PM,5,2.79
9 Apr 2019,Rider 33,5cac6e5e06d8270d0a0b10b0,Dinner,N,8,8,0,6,2,0,8,13,3517.8,11,6:16 PM,6:16 PM,6:22 PM,7:30 PM,7:35 PM,4.67,2.55
9 Apr 2019,Rider 42,5cac6e5e06d8270d0a0b10b9,Dinner,N,8,8,0,8,0,0,8,13,2723.5,,6:16 PM,6:16 PM,6:37 PM,7:30 PM,7:26 PM,5,4.65
9 Apr 2019,Rider 10,5cac6e5e06d8270d0a0b10b3,Dinner,N,7,7,0,7,0,1,7,11,3351.4,,6:16 PM,6:17 PM,6:23 PM,7:30 PM,7:16 PM,5,2.47
9 Apr 2019,Rider 21,5cac6e5e06d8270d0a0b10b8,Dinner,N,5,5,0,2,3,0,5,8,1339.2,31,6:16 PM,6:17 PM,6:47 PM,7:30 PM,8:05 PM,3,5.44
9 Apr 2019,Rider 21,5cac6e5e06d8270d0a0b10b8,Dinner,N,1,1,0,0,1,0,1,1,23.9,36,6:16 PM,6:17 PM,8:16 PM,7:30 PM,8:20 PM,4,4.02
9 Apr 2019,Rider 36,5cac6e5e06d8270d0a0b10bb,Dinner,N,4,4,0,3,1,0,4,5,864.5,20,6:16 PM,6:17 PM,6:44 PM,7:30 PM,7:40 PM,5,7.72
9 Apr 2019,Rider 59,5cac6e5e06d8270d0a0b10b4,Dinner,N,8,8,0,5,3,1,8,18,4248,39,6:16 PM,6:17 PM,6:31 PM,7:30 PM,7:43 PM,5,3.65
9 Apr 2019,Rider 126,5cac6e5e06d8270d0a0b10b1,Dinner,N,5,5,0,5,0,2,5,7,2165.9,,6:16 PM,6:17 PM,6:34 PM,7:30 PM,7:25 PM,5,4.26
9 Apr 2019,Rider 32,5cac6e5e06d8270d0a0b10b2,Dinner,N,5,5,0,2,3,2,5,9,1888,15,6:16 PM,6:18 PM,6:32 PM,7:30 PM,7:46 PM,4,2.49
9 Apr 2019,Rider 62,5cac6e5e06d8270d0a0b10aa,Dinner,N,6,6,0,3,3,0,6,16,870.8,28,6:17 PM,6:18 PM,6:46 PM,7:30 PM,7:48 PM,4.82,5.79
9 Apr 2019,Rider 16,5cac6e5d06d8270d0a0b10a1,Dinner,N,6,6,0,4,2,0,6,10,2365,31,6:17 PM,6:19 PM,6:30 PM,7:30 PM,7:52 PM,4.8,4.09
9 Apr 2019,Rider 58,5cac6e5e06d8270d0a0b10ab,Dinner,N,6,6,0,3,3,0,6,11,674,15,6:17 PM,6:19 PM,6:47 PM,7:30 PM,7:56 PM,5,4.15
9 Apr 2019,Rider 64,5cac6e5e06d8270d0a0b10ac,Dinner,N,6,6,0,5,1,0,6,8,1567.8,23,6:17 PM,6:19 PM,6:40 PM,7:30 PM,7:39 PM,5,2.13
9 Apr 2019,Rider 22,5cac6e5e06d8270d0a0b10af,Dinner,N,8,8,0,3,5,1,8,11,1802,27,6:17 PM,6:20 PM,6:37 PM,7:30 PM,8:02 PM,4,3.78
9 Apr 2019,Rider 48,5cac6e5e06d8270d0a0b10ad,Dinner,N,8,8,0,4,4,0,8,10,1981.1,22,6:17 PM,6:20 PM,6:50 PM,7:30 PM,8:04 PM,5,4.23
9 Apr 2019,Rider 44,5cac6e5e06d8270d0a0b10ae,Dinner,N,8,5,3,3,2,0,8,16,2476.8,39,6:17 PM,6:21 PM,6:49 PM,7:30 PM,7:53 PM,4,9.08
9 Apr 2019,Rider 60,5cac6e5e06d8270d0a0b10b6,Dinner,N,5,5,0,2,3,0,5,9,1282.4,39,6:18 PM,6:21 PM,6:46 PM,7:30 PM,7:45 PM,5,8.06
9 Apr 2019,Rider 27,5cac6e5e06d8270d0a0b10bc,Dinner,N,5,5,0,3,2,0,5,9,1587.6,18,6:18 PM,6:23 PM,6:51 PM,7:30 PM,7:54 PM,4.17,4.49
9 Apr 2019,Rider 63,5cac6e5e06d8270d0a0b10be,Dinner,N,8,8,0,8,0,0,8,18,1603.8,,6:18 PM,6:23 PM,6:49 PM,7:30 PM,7:25 PM,5,1.47
9 Apr 2019,Rider 37,5cac6e5e06d8270d0a0b10b5,Dinner,N,5,5,0,2,3,0,5,8,6683.4,37,6:18 PM,6:24 PM,6:39 PM,7:30 PM,7:54 PM,4.75,3.31
9 Apr 2019,Rider 37,5cac6e5e06d8270d0a0b10ba,Dinner,N,1,1,0,0,1,0,1,1,1122.4,15,6:18 PM,6:24 PM,6:53 PM,7:30 PM,7:48 PM,5,9.78
9 Apr 2019,Rider 199,5cac6e5e06d8270d0a0b10ba,Dinner,N,8,8,0,3,5,0,8,12,8.9,39,6:18 PM,6:25 PM,7:38 PM,7:30 PM,8:43 PM,4.83,9.65
9 Apr 2019,Rider 34,5cac6e5e06d8270d0a0b10c0,Dinner,N,6,6,0,2,4,0,6,11,2308.9,19,6:18 PM,6:26 PM,6:40 PM,7:30 PM,7:50 PM,5,2.28
9 Apr 2019,Rider 47,5cac6e5d06d8270d0a0b10a5,Dinner,N,5,5,0,3,2,0,5,7,1103.2,7,6:19 PM,6:26 PM,6:48 PM,7:30 PM,7:46 PM,5,5.18
9 Apr 2019,Rider 30,5cac6e5d06d8270d0a0b109c,Dinner,N,9,9,0,5,4,1,9,16,4040,10,6:19 PM,6:29 PM,6:48 PM,7:30 PM,7:56 PM,5,2.77
9 Apr 2019,Rider 52,5cac778498818f0365531bce,Dinner,Y,2,2,0,0,2,0,2,2,79.6,27,6:44 PM,6:46 PM,6:57 PM,6:30 PM,7:04 PM,2,6.07
9 Apr 2019,Rider 106,5cac7c66ea93aa652e17a3b4,Dinner,N,7,7,0,7,0,0,7,12,2385.6,,7:15 PM,7:14 PM,7:28 PM,8:30 PM,8:27 PM,5,2.87
9 Apr 2019,Rider 122,5cac7c66ea93aa652e17a3b1,Dinner,N,8,7,1,6,1,0,8,11,2310,33,7:15 PM,7:14 PM,7:25 PM,8:30 PM,8:27 PM,1,2.15
9 Apr 2019,Rider 67,5cac7c66ea93aa652e17a3ae,Dinner,N,9,9,0,9,0,0,9,13,3598.4,,7:15 PM,7:16 PM,7:27 PM,8:30 PM,8:25 PM,4.38,3.34
9 Apr 2019,Rider 73,5cac7c66ea93aa652e17a3be,Dinner,N,5,5,0,5,0,0,5,5,1952,,7:15 PM,7:16 PM,8:12 PM,8:30 PM,8:28 PM,4.5,3.9
9 Apr 2019,Rider 194,5cac7c66ea93aa652e17a3b2,Dinner,N,4,4,0,2,2,1,4,7,578,19,7:16 PM,7:29 PM,7:31 PM,8:30 PM,8:51 PM,5,2.98
9 Apr 2019,Rider 148,5cac7c66ea93aa652e17a3ba,Dinner,N,5,5,0,3,2,0,5,8,807.8,35,7:17 PM,7:31 PM,7:51 PM,8:30 PM,8:57 PM,5,10.11
9 Apr 2019,Rider 152,5cac7c66ea93aa652e17a3b3,Dinner,N,3,3,0,1,2,0,3,7,1345.6,18,7:17 PM,7:38 PM,7:33 PM,8:30 PM,8:55 PM,5,4.87
9 Apr 2019,Rider 167,5cac7c66ea93aa652e17a3b9,Dinner,N,5,5,0,0,5,0,5,10,863.1,40,7:17 PM,7:42 PM,8:23 PM,8:30 PM,9:27 PM,3.4,4.76
9 Apr 2019,Rider 40,5cac8a7406d8270d0a0c565a,Dinner,N,7,7,0,6,1,0,6,13,2700.1,30,8:15 PM,8:10 PM,8:12 PM,9:30 PM,9:34 PM,5,5.95
9 Apr 2019,Rider 8,5cac8a7406d8270d0a0c5663,Dinner,N,6,6,0,4,2,1,6,10,1550,25,8:15 PM,8:18 PM,8:35 PM,9:30 PM,9:32 PM,5,3.75
9 Apr 2019,Rider 11,5cac8a7406d8270d0a0c5661,Dinner,N,5,5,0,3,2,0,5,7,4857.6,17,8:15 PM,8:18 PM,8:24 PM,9:30 PM,9:49 PM,4.5,4.52
